PCP_PC,PCP_NC,PCP_NE,PCP_PO,PCP_NP,PCP_AL,PCP_CY,PCP_AR,PCP_AC,PCP_BS,PCP_NE_pH,PCP_HB,PCP_HL,PCP_NT,PCP_HX,PCP_SC,PCP_SS_HE,PCP_SS_ST,PCP_SS_CO,PCP_SA_BU,PCP_SA_EX,PCP_SA_IN,PCP_TN,PCP_SM,PCP_LR,PCP_Z1,PCP_Z2,PCP_Z3,PCP_Z4,PCP_Z5 
0.062,0.312,0.625,0.312,0.125,0.125,0.0,0.25,0.312,0.062,0.625,0.188,0.25,0.312,0.0,0.062,0.125,0.438,0.438,0.188,0.562,0.25,0.062,0.5,0.5,0.836,0.897,0.641,-1.011,-0.611
0.312,0.25,0.438,0.312,0.062,0.062,0.0,0.062,0.25,0.312,0.438,0.062,0.375,0.5,0.062,0.062,0.5,0.125,0.375,0.125,0.5,0.312,0.188,0.438,0.562,2.347,0.659,0.267,-0.066,-0.107
0.062,0.188,0.75,0.25,0.375,0.125,0.0,0.375,0.188,0.062,0.75,0.375,0.188,0.25,0.062,0.062,0.25,0.438,0.312,0.312,0.375,0.312,0.062,0.312,0.688,-0.591,0.942,0.389,-0.502,-0.446
0.188,0.0,0.812,0.375,0.438,0.375,0.0,0.125,0.0,0.188,0.812,0.625,0.188,0.25,0.188,0.062,0.438,0.562,0.0,0.375,0.062,0.5,0.125,0.5,0.5,-0.416,-0.579,-0.724,0.151,-0.103
0.125,0.188,0.688,0.188,0.375,0.375,0.0,0.062,0.188,0.125,0.688,0.312,0.25,0.438,0.125,0.0,0.25,0.312,0.438,0.375,0.375,0.25,0.25,0.688,0.312,1.112,-0.629,0.037,-0.75,-0.126
0.062,0.125,0.812,0.25,0.438,0.312,0.062,0.188,0.125,0.062,0.812,0.438,0.25,0.312,0.125,0.062,0.25,0.375,0.375,0.312,0.375,0.375,0.125,0.5,0.5,-0.244,-0.049,0.081,-0.571,-0.249
0.188,0.188,0.625,0.25,0.25,0.25,0.0,0.125,0.188,0.188,0.625,0.312,0.312,0.25,0.0,0.062,0.5,0.312,0.188,0.312,0.5,0.188,0.062,0.25,0.75,0.282,0.379,-0.262,-0.51,-0.312
0.125,0.25,0.625,0.25,0.312,0.25,0.125,0.125,0.25,0.125,0.625,0.312,0.312,0.438,0.0,0.0,0.5,0.188,0.312,0.188,0.688,0.25,0.0,0.312,0.688,0.562,0.639,0.006,-0.648,0.299
0.125,0.125,0.75,0.125,0.562,0.5,0.125,0.188,0.125,0.125,0.75,0.562,0.312,0.125,0.0,0.0,0.438,0.312,0.25,0.438,0.312,0.375,0.188,0.562,0.438,-0.392,0.033,0.388,0.021,0.263
0.0,0.0,1.0,0.062,0.812,0.688,0.0,0.062,0.0,0.0,1.0,0.812,0.125,0.062,0.0,0.062,0.25,0.625,0.125,0.75,0.188,0.062,0.062,0.5,0.5,-1.986,-1.142,-0.829,-0.602,-0.068
0.375,0.062,0.562,0.312,0.125,0.062,0.0,0.125,0.062,0.375,0.562,0.25,0.5,0.25,0.188,0.062,0.438,0.312,0.25,0.062,0.25,0.625,0.062,0.375,0.625,1.115,0.804,-0.151,0.699,-0.36
0.125,0.062,0.812,0.062,0.5,0.5,0.0,0.0,0.062,0.125,0.812,0.5,0.375,0.188,0.062,0.0,0.375,0.25,0.375,0.5,0.375,0.125,0.25,0.75,0.25,0.694,-0.704,-0.086,-0.477,-0.069
0.188,0.25,0.562,0.062,0.438,0.438,0.0,0.062,0.25,0.188,0.562,0.375,0.25,0.312,0.0,0.0,0.312,0.438,0.25,0.438,0.375,0.188,0.062,0.5,0.5,0.364,-0.428,-0.38,-0.545,-0.096
0.062,0.438,0.5,0.125,0.375,0.375,0.0,0.0,0.438,0.062,0.5,0.375,0.062,0.625,0.062,0.0,0.562,0.312,0.125,0.375,0.5,0.125,0.125,0.5,0.5,1.221,-0.886,-0.389,-1.498,0.028
0.25,0.062,0.688,0.188,0.375,0.375,0.0,0.062,0.062,0.25,0.688,0.375,0.375,0.25,0.125,0.0,0.438,0.312,0.25,0.375,0.312,0.25,0.188,0.438,0.562,0.501,-0.304,-0.705,-0.218,-0.117
0.125,0.188,0.688,0.25,0.375,0.25,0.0,0.188,0.188,0.125,0.688,0.438,0.188,0.25,0.0,0.125,0.375,0.5,0.125,0.375,0.375,0.25,0.062,0.438,0.562,-0.119,0.049,-0.061,-0.394,-0.473
0.188,0.312,0.5,0.312,0.125,0.125,0.0,0.25,0.312,0.188,0.5,0.125,0.25,0.375,0.0,0.062,0.312,0.375,0.312,0.188,0.438,0.375,0.125,0.438,0.562,1.161,0.694,0.556,-0.416,-0.519
0.125,0.125,0.75,0.312,0.438,0.375,0.0,0.25,0.125,0.125,0.75,0.438,0.125,0.312,0.125,0.0,0.25,0.562,0.188,0.438,0.188,0.375,0.188,0.438,0.562,-0.47,-0.318,-0.223,-0.415,-0.154
0.188,0.375,0.438,0.188,0.062,0.062,0.0,0.062,0.375,0.188,0.438,0.062,0.375,0.5,0.0,0.0,0.625,0.125,0.25,0.062,0.75,0.188,0.0,0.312,0.688,2.142,0.792,-0.091,-0.957,-0.313
0.125,0.25,0.625,0.062,0.5,0.375,0.0,0.062,0.25,0.125,0.625,0.375,0.188,0.375,0.0,0.125,0.375,0.25,0.375,0.375,0.312,0.25,0.188,0.625,0.375,0.776,-0.452,0.097,-0.381,-0.165
0.062,0.25,0.688,0.25,0.25,0.25,0.0,0.125,0.25,0.062,0.688,0.25,0.25,0.438,0.125,0.0,0.375,0.25,0.375,0.25,0.438,0.312,0.25,0.625,0.375,1.433,-0.074,0.368,-0.991,-0.326
0.188,0.062,0.75,0.438,0.25,0.188,0.062,0.25,0.062,0.188,0.75,0.375,0.312,0.188,0.062,0.125,0.312,0.5,0.188,0.188,0.375,0.5,0.062,0.375,0.625,-0.233,0.523,0.011,0.11,-0.448
0.188,0.188,0.625,0.25,0.312,0.312,0.0,0.25,0.188,0.188,0.625,0.312,0.25,0.188,0.0,0.0,0.312,0.562,0.125,0.312,0.438,0.25,0.0,0.188,0.812,-0.512,0.371,-0.711,-0.579,-0.331
0.25,0.0,0.75,0.375,0.25,0.25,0.0,0.188,0.0,0.25,0.75,0.375,0.375,0.125,0.125,0.062,0.312,0.5,0.188,0.312,0.188,0.438,0.188,0.5,0.5,0.274,0.225,-0.159,0.234,-0.511
0.25,0.25,0.5,0.25,0.125,0.125,0.0,0.125,0.25,0.25,0.5,0.25,0.375,0.375,0.125,0.0,0.312,0.375,0.312,0.125,0.438,0.375,0.0,0.5,0.5,1.365,0.608,-0.146,-0.373,-0.275
0.375,0.062,0.562,0.25,0.25,0.188,0.0,0.062,0.062,0.375,0.562,0.375,0.438,0.25,0.125,0.062,0.5,0.375,0.125,0.188,0.312,0.438,0.0,0.375,0.625,0.708,0.252,-0.769,0.515,-0.157
0.188,0.125,0.688,0.438,0.188,0.188,0.062,0.25,0.125,0.188,0.688,0.188,0.312,0.375,0.125,0.0,0.312,0.375,0.312,0.125,0.375,0.562,0.125,0.438,0.562,0.619,0.511,0.116,-0.147,-0.248
0.062,0.125,0.812,0.188,0.5,0.438,0.0,0.188,0.125,0.062,0.812,0.5,0.188,0.125,0.0,0.062,0.188,0.625,0.188,0.438,0.312,0.25,0.0,0.375,0.625,-1.145,-0.151,-0.518,-0.635,-0.426
0.125,0.25,0.625,0.188,0.312,0.312,0.188,0.0,0.25,0.125,0.625,0.312,0.438,0.438,0.0,0.0,0.562,0.062,0.375,0.125,0.812,0.25,0.0,0.375,0.625,1.017,0.442,-0.034,-0.748,0.391
0.062,0.125,0.812,0.375,0.438,0.438,0.062,0.188,0.125,0.062,0.812,0.438,0.125,0.312,0.0,0.0,0.562,0.312,0.125,0.375,0.375,0.25,0.188,0.438,0.562,-0.135,-0.047,-0.352,-0.597,0.288
0.188,0.312,0.5,0.25,0.125,0.125,0.0,0.125,0.312,0.188,0.5,0.188,0.312,0.438,0.062,0.0,0.562,0.25,0.188,0.125,0.625,0.188,0.062,0.375,0.625,1.606,0.483,-0.472,-0.979,-0.276
0.125,0.25,0.625,0.25,0.25,0.25,0.062,0.062,0.25,0.125,0.625,0.312,0.312,0.438,0.125,0.0,0.375,0.25,0.375,0.188,0.562,0.312,0.125,0.562,0.438,1.218,0.108,0.106,-0.824,0.074
0.125,0.125,0.75,0.312,0.125,0.125,0.062,0.062,0.125,0.125,0.75,0.188,0.5,0.375,0.25,0.0,0.188,0.188,0.625,0.062,0.562,0.438,0.188,0.688,0.312,1.683,0.483,0.48,-0.724,-0.297
0.25,0.188,0.562,0.25,0.25,0.25,0.0,0.062,0.188,0.25,0.562,0.25,0.312,0.438,0.062,0.0,0.438,0.25,0.312,0.25,0.438,0.25,0.062,0.438,0.562,1.171,0.202,-0.412,-0.286,0.069
0.125,0.0,0.875,0.125,0.625,0.625,0.062,0.062,0.0,0.125,0.875,0.375,0.312,0.312,0.062,0.0,0.312,0.188,0.5,0.562,0.25,0.25,0.5,0.75,0.25,0.718,-1.241,0.204,-0.184,0.062
0.062,0.25,0.688,0.188,0.312,0.25,0.0,0.188,0.25,0.062,0.688,0.25,0.25,0.312,0.0,0.062,0.25,0.312,0.438,0.25,0.5,0.25,0.062,0.438,0.562,0.376,0.443,0.22,-0.846,-0.433
0.125,0.188,0.688,0.188,0.312,0.312,0.0,0.062,0.188,0.125,0.688,0.375,0.312,0.312,0.062,0.0,0.312,0.375,0.312,0.312,0.438,0.25,0.062,0.625,0.375,0.856,-0.021,-0.029,-0.619,-0.194
0.188,0.125,0.688,0.25,0.438,0.438,0.062,0.062,0.125,0.188,0.688,0.438,0.25,0.312,0.125,0.062,0.438,0.25,0.312,0.438,0.188,0.312,0.438,0.688,0.312,0.976,-0.579,0.152,-0.151,0.184
0.25,0.188,0.562,0.188,0.312,0.25,0.062,0.188,0.188,0.25,0.562,0.312,0.375,0.25,0.0,0.0,0.438,0.312,0.25,0.25,0.5,0.312,0.0,0.25,0.75,0.148,0.766,-0.141,-0.047,0.056
0.25,0.125,0.625,0.125,0.5,0.25,0.0,0.25,0.125,0.25,0.625,0.5,0.25,0.188,0.0,0.125,0.438,0.438,0.125,0.5,0.25,0.188,0.125,0.25,0.75,-0.516,0.254,-0.187,0.245,-0.326
0.25,0.188,0.562,0.25,0.25,0.25,0.0,0.062,0.188,0.25,0.562,0.438,0.312,0.312,0.125,0.062,0.312,0.5,0.188,0.312,0.375,0.312,0.062,0.438,0.562,0.574,-0.125,-0.278,-0.275,-0.233
0.312,0.125,0.562,0.375,0.062,0.062,0.0,0.062,0.125,0.312,0.562,0.125,0.438,0.375,0.062,0.062,0.562,0.188,0.25,0.125,0.562,0.188,0.125,0.312,0.688,1.833,0.789,-0.535,-0.186,-0.222
0.125,0.188,0.688,0.312,0.25,0.188,0.0,0.188,0.188,0.125,0.688,0.375,0.25,0.25,0.0,0.125,0.25,0.5,0.25,0.375,0.375,0.25,0.125,0.5,0.5,0.448,0.389,0.591,-0.335,-0.611
0.188,0.125,0.688,0.188,0.5,0.5,0.062,0.062,0.125,0.188,0.688,0.5,0.25,0.312,0.125,0.0,0.312,0.438,0.25,0.438,0.25,0.312,0.188,0.5,0.5,-0.016,-0.679,-0.554,-0.338,0.199
0.062,0.25,0.688,0.188,0.438,0.25,0.0,0.188,0.25,0.062,0.688,0.438,0.125,0.25,0.0,0.188,0.375,0.375,0.25,0.25,0.312,0.438,0.0,0.312,0.688,-0.641,0.368,0.202,-0.311,-0.346
0.188,0.125,0.688,0.125,0.5,0.312,0.0,0.25,0.125,0.188,0.688,0.562,0.25,0.125,0.0,0.062,0.312,0.562,0.125,0.562,0.312,0.125,0.062,0.312,0.688,-0.909,0.318,-0.188,0.054,-0.377
0.125,0.188,0.688,0.188,0.312,0.312,0.0,0.062,0.188,0.125,0.688,0.375,0.312,0.312,0.062,0.062,0.312,0.312,0.375,0.375,0.438,0.188,0.25,0.688,0.312,1.255,-0.291,0.373,-0.628,-0.328
0.25,0.062,0.688,0.25,0.438,0.312,0.0,0.25,0.062,0.25,0.688,0.5,0.25,0.125,0.0,0.125,0.375,0.5,0.125,0.562,0.062,0.312,0.312,0.5,0.5,0.009,0.295,0.447,0.984,-0.524
0.0,0.062,0.938,0.125,0.812,0.75,0.188,0.062,0.062,0.0,0.938,0.812,0.188,0.125,0.062,0.062,0.5,0.188,0.312,0.562,0.25,0.375,0.25,0.625,0.375,-1.599,-0.909,0.141,-0.298,0.762
0.062,0.125,0.812,0.5,0.25,0.25,0.0,0.125,0.125,0.062,0.812,0.438,0.125,0.375,0.188,0.188,0.125,0.5,0.375,0.438,0.25,0.312,0.438,0.75,0.25,0.755,-0.677,0.831,-0.678,-0.537
0.062,0.125,0.812,0.438,0.188,0.188,0.062,0.188,0.125,0.062,0.812,0.312,0.312,0.312,0.125,0.125,0.062,0.438,0.5,0.25,0.438,0.375,0.25,0.688,0.312,0.819,0.176,0.857,-0.638,-0.661
0.188,0.062,0.75,0.125,0.312,0.125,0.0,0.062,0.062,0.188,0.75,0.375,0.5,0.062,0.0,0.25,0.438,0.25,0.312,0.188,0.5,0.312,0.062,0.438,0.562,0.542,0.489,0.167,0.153,-0.901
0.062,0.25,0.688,0.25,0.438,0.375,0.0,0.125,0.25,0.062,0.688,0.562,0.062,0.375,0.125,0.062,0.312,0.625,0.062,0.375,0.312,0.312,0.0,0.312,0.688,-0.723,-0.581,-0.733,-1.003,-0.213
0.125,0.25,0.625,0.25,0.25,0.188,0.0,0.062,0.25,0.125,0.625,0.312,0.25,0.5,0.188,0.062,0.25,0.312,0.438,0.188,0.375,0.375,0.125,0.562,0.438,1.244,0.001,0.079,-0.729,-0.234
0.188,0.125,0.688,0.125,0.5,0.375,0.0,0.062,0.125,0.188,0.688,0.5,0.25,0.188,0.062,0.125,0.375,0.438,0.188,0.375,0.312,0.25,0.062,0.375,0.625,-0.441,-0.318,-0.803,-0.264,-0.169
0.0,0.188,0.812,0.188,0.375,0.375,0.0,0.062,0.188,0.0,0.812,0.438,0.25,0.25,0.062,0.062,0.25,0.312,0.438,0.438,0.438,0.125,0.312,0.75,0.25,0.894,-0.297,0.628,-1.043,-0.265
0.125,0.25,0.625,0.25,0.25,0.25,0.0,0.062,0.25,0.125,0.625,0.312,0.25,0.5,0.188,0.0,0.25,0.375,0.375,0.25,0.438,0.25,0.125,0.625,0.375,1.276,-0.316,-0.335,-1.091,-0.24
0.25,0.125,0.625,0.188,0.312,0.25,0.0,0.125,0.125,0.25,0.625,0.375,0.375,0.25,0.062,0.0,0.5,0.312,0.188,0.312,0.375,0.188,0.125,0.5,0.5,1.002,0.316,-0.518,-0.164,-0.121
0.25,0.125,0.625,0.188,0.312,0.312,0.0,0.062,0.125,0.25,0.625,0.375,0.375,0.25,0.062,0.062,0.375,0.375,0.25,0.375,0.312,0.312,0.188,0.562,0.438,0.948,-0.227,0.086,0.041,-0.345
0.188,0.0,0.812,0.375,0.375,0.312,0.062,0.25,0.0,0.188,0.812,0.438,0.312,0.125,0.062,0.125,0.312,0.5,0.188,0.312,0.188,0.5,0.188,0.438,0.562,-0.371,0.136,-0.022,0.319,-0.508
0.312,0.125,0.562,0.125,0.375,0.312,0.188,0.062,0.125,0.312,0.562,0.375,0.562,0.188,0.062,0.062,0.5,0.125,0.375,0.125,0.438,0.562,0.062,0.438,0.562,0.532,0.629,0.137,0.603,0.271
0.062,0.125,0.812,0.375,0.438,0.125,0.0,0.562,0.125,0.062,0.812,0.562,0.062,0.125,0.0,0.125,0.188,0.75,0.062,0.562,0.188,0.25,0.125,0.188,0.812,-1.791,1.198,0.602,0.216,-0.894
0.312,0.188,0.5,0.125,0.25,0.25,0.0,0.125,0.188,0.312,0.5,0.25,0.438,0.188,0.0,0.0,0.5,0.312,0.188,0.25,0.438,0.312,0.0,0.312,0.688,0.616,0.556,-0.364,0.041,-0.247
0.188,0.188,0.625,0.375,0.188,0.188,0.0,0.125,0.188,0.188,0.625,0.188,0.25,0.5,0.125,0.0,0.438,0.25,0.312,0.188,0.375,0.438,0.188,0.5,0.5,1.424,0.2,0.188,-0.292,-0.034
0.188,0.062,0.75,0.375,0.375,0.312,0.125,0.125,0.062,0.188,0.75,0.5,0.312,0.25,0.062,0.125,0.562,0.312,0.125,0.25,0.375,0.5,0.125,0.375,0.625,-0.153,0.071,0.013,0.25,0.044
0.188,0.25,0.562,0.062,0.375,0.375,0.0,0.0,0.25,0.188,0.562,0.312,0.312,0.375,0.0,0.0,0.562,0.062,0.375,0.375,0.5,0.125,0.25,0.625,0.375,1.627,-0.211,0.217,-0.474,0.267
0.062,0.0,0.938,0.375,0.375,0.312,0.0,0.25,0.0,0.062,0.938,0.438,0.25,0.125,0.062,0.062,0.25,0.562,0.188,0.312,0.25,0.438,0.062,0.438,0.562,-0.726,0.226,-0.181,-0.236,-0.598
0.25,0.25,0.5,0.188,0.312,0.25,0.0,0.125,0.25,0.25,0.5,0.25,0.25,0.375,0.062,0.062,0.438,0.312,0.25,0.25,0.312,0.438,0.125,0.438,0.562,0.789,0.046,0.009,-0.034,-0.132
0.062,0.25,0.688,0.25,0.312,0.25,0.0,0.125,0.25,0.062,0.688,0.312,0.188,0.5,0.125,0.0,0.312,0.375,0.312,0.312,0.5,0.188,0.125,0.5,0.5,0.801,-0.225,-0.198,-1.21,-0.264
0.125,0.062,0.812,0.125,0.625,0.5,0.0,0.188,0.062,0.125,0.812,0.625,0.188,0.062,0.0,0.062,0.25,0.625,0.125,0.562,0.188,0.25,0.0,0.25,0.75,-1.829,-0.202,-0.624,-0.142,-0.181
0.188,0.125,0.688,0.125,0.188,0.125,0.0,0.062,0.125,0.188,0.688,0.188,0.562,0.188,0.062,0.062,0.312,0.188,0.5,0.125,0.688,0.188,0.062,0.5,0.5,1.342,0.704,-0.049,-0.564,-0.593
0.0,0.062,0.938,0.188,0.625,0.5,0.0,0.125,0.062,0.0,0.938,0.688,0.125,0.188,0.125,0.062,0.188,0.625,0.188,0.562,0.188,0.25,0.062,0.375,0.625,-1.636,-0.676,-0.573,-0.768,-0.261
0.188,0.062,0.75,0.312,0.125,0.062,0.0,0.125,0.062,0.188,0.75,0.125,0.5,0.312,0.188,0.062,0.25,0.188,0.562,0.062,0.438,0.438,0.188,0.625,0.375,1.698,0.666,0.267,-0.242,-0.652
0.188,0.188,0.625,0.125,0.25,0.188,0.062,0.125,0.188,0.188,0.625,0.188,0.5,0.312,0.062,0.0,0.312,0.125,0.562,0.188,0.562,0.25,0.188,0.625,0.375,1.729,0.821,0.447,-0.209,-0.277
0.0,0.0,1.0,0.188,0.75,0.5,0.0,0.25,0.0,0.0,1.0,0.75,0.062,0.0,0.0,0.188,0.25,0.688,0.062,0.562,0.062,0.375,0.0,0.438,0.562,-2.566,-0.541,-0.478,-0.083,-0.538
0.125,0.062,0.812,0.375,0.375,0.312,0.0,0.188,0.062,0.125,0.812,0.438,0.188,0.25,0.125,0.062,0.375,0.438,0.188,0.312,0.25,0.438,0.188,0.5,0.5,-0.149,-0.119,-0.156,-0.198,-0.131
0.25,0.062,0.688,0.188,0.312,0.312,0.062,0.062,0.062,0.25,0.688,0.375,0.5,0.188,0.062,0.0,0.438,0.25,0.312,0.25,0.438,0.375,0.062,0.5,0.5,0.663,0.348,-0.068,0.167,-0.021
0.125,0.188,0.688,0.188,0.375,0.25,0.0,0.125,0.188,0.125,0.688,0.312,0.25,0.312,0.0,0.125,0.438,0.25,0.312,0.25,0.5,0.25,0.125,0.438,0.562,0.533,0.083,-0.068,-0.457,-0.277
0.125,0.062,0.812,0.375,0.25,0.188,0.0,0.312,0.062,0.125,0.812,0.375,0.312,0.062,0.0,0.125,0.125,0.625,0.25,0.375,0.25,0.312,0.125,0.5,0.5,-0.174,0.849,0.422,0.088,-1.044
0.062,0.0,0.938,0.312,0.625,0.438,0.0,0.5,0.0,0.062,0.938,0.625,0.062,0.0,0.0,0.0,0.125,0.875,0.0,0.625,0.0,0.375,0.0,0.25,0.75,-2.832,0.291,-0.342,-0.005,-0.49
0.312,0.25,0.438,0.25,0.062,0.062,0.0,0.125,0.25,0.312,0.438,0.125,0.438,0.312,0.0,0.062,0.438,0.25,0.312,0.125,0.562,0.312,0.062,0.438,0.562,1.754,0.937,0.322,0.002,-0.33
0.312,0.188,0.5,0.125,0.25,0.25,0.0,0.062,0.188,0.312,0.5,0.25,0.438,0.25,0.0,0.0,0.562,0.25,0.188,0.25,0.5,0.25,0.0,0.25,0.75,0.803,0.491,-0.492,-0.044,-0.097
0.125,0.25,0.625,0.125,0.438,0.438,0.125,0.062,0.25,0.125,0.625,0.438,0.312,0.375,0.062,0.0,0.375,0.25,0.375,0.312,0.5,0.312,0.062,0.5,0.5,0.243,-0.212,-0.027,-0.671,0.216
0.25,0.312,0.438,0.312,0.125,0.125,0.0,0.125,0.312,0.25,0.438,0.125,0.25,0.5,0.062,0.062,0.375,0.25,0.375,0.188,0.5,0.25,0.188,0.5,0.5,1.81,0.384,0.156,-0.509,-0.086
0.312,0.125,0.562,0.125,0.375,0.375,0.062,0.062,0.125,0.312,0.562,0.375,0.438,0.25,0.062,0.0,0.438,0.25,0.312,0.312,0.25,0.312,0.125,0.562,0.438,0.993,0.153,-0.471,0.225,0.088
0.188,0.188,0.625,0.312,0.25,0.25,0.0,0.062,0.188,0.188,0.625,0.25,0.25,0.562,0.188,0.0,0.438,0.25,0.312,0.25,0.375,0.312,0.25,0.5,0.5,1.568,-0.391,-0.342,-0.659,-0.079
0.125,0.0,0.875,0.312,0.438,0.312,0.062,0.125,0.0,0.125,0.875,0.562,0.312,0.188,0.125,0.125,0.312,0.438,0.25,0.375,0.312,0.375,0.188,0.438,0.562,-0.382,-0.089,0.089,-0.023,-0.221
0.125,0.188,0.688,0.188,0.25,0.188,0.0,0.188,0.188,0.125,0.688,0.188,0.375,0.312,0.062,0.0,0.188,0.312,0.5,0.25,0.5,0.25,0.125,0.562,0.438,1.043,0.547,0.366,-0.653,-0.489
0.125,0.188,0.688,0.188,0.312,0.312,0.0,0.0,0.188,0.125,0.688,0.438,0.312,0.375,0.188,0.0,0.375,0.25,0.375,0.312,0.375,0.312,0.125,0.625,0.375,0.891,-0.24,0.042,-0.699,-0.019
0.188,0.25,0.562,0.125,0.375,0.312,0.0,0.125,0.25,0.188,0.562,0.25,0.25,0.438,0.0,0.0,0.5,0.188,0.312,0.375,0.438,0.125,0.25,0.5,0.5,1.397,0.051,-0.068,-0.337,-0.06
0.188,0.312,0.5,0.188,0.25,0.25,0.0,0.062,0.312,0.188,0.5,0.312,0.25,0.375,0.0,0.125,0.438,0.312,0.25,0.375,0.438,0.188,0.25,0.5,0.5,1.408,-0.162,0.51,-0.509,-0.374
0.188,0.125,0.688,0.312,0.312,0.312,0.062,0.062,0.125,0.188,0.688,0.438,0.312,0.312,0.125,0.062,0.438,0.312,0.25,0.312,0.375,0.375,0.125,0.375,0.625,0.16,-0.011,-0.059,-0.234,0.024
0.125,0.125,0.75,0.188,0.438,0.375,0.0,0.062,0.125,0.125,0.75,0.312,0.25,0.375,0.062,0.062,0.312,0.312,0.375,0.375,0.375,0.25,0.188,0.562,0.438,0.571,-0.553,-0.208,-0.512,-0.25
0.062,0.25,0.688,0.188,0.25,0.062,0.0,0.062,0.25,0.062,0.688,0.188,0.312,0.438,0.125,0.188,0.375,0.062,0.562,0.062,0.562,0.375,0.188,0.562,0.438,1.526,0.333,0.613,-0.741,-0.536
0.312,0.0,0.688,0.125,0.5,0.5,0.062,0.062,0.0,0.312,0.688,0.312,0.438,0.25,0.062,0.0,0.438,0.188,0.375,0.438,0.188,0.438,0.375,0.625,0.375,0.929,-0.634,0.138,0.678,0.105
0.188,0.125,0.688,0.25,0.438,0.438,0.0,0.062,0.125,0.188,0.688,0.375,0.188,0.438,0.125,0.062,0.312,0.312,0.375,0.5,0.125,0.25,0.438,0.688,0.312,1.191,-0.929,0.02,-0.256,-0.056
0.125,0.125,0.75,0.125,0.438,0.438,0.0,0.062,0.125,0.125,0.75,0.375,0.312,0.25,0.062,0.0,0.375,0.25,0.375,0.438,0.375,0.188,0.188,0.5,0.5,0.263,-0.301,-0.168,-0.615,-0.102
0.188,0.062,0.75,0.188,0.5,0.5,0.125,0.0,0.062,0.188,0.75,0.625,0.375,0.25,0.188,0.0,0.312,0.438,0.25,0.375,0.312,0.312,0.062,0.625,0.375,-0.154,-0.669,-0.958,-0.412,0.188
0.375,0.125,0.5,0.125,0.375,0.188,0.0,0.125,0.125,0.375,0.5,0.438,0.375,0.125,0.0,0.188,0.562,0.375,0.062,0.312,0.25,0.312,0.062,0.312,0.688,0.258,0.514,-0.537,0.891,-0.423
0.062,0.0,0.938,0.375,0.562,0.562,0.125,0.125,0.0,0.062,0.938,0.688,0.188,0.25,0.188,0.062,0.125,0.625,0.25,0.5,0.125,0.5,0.25,0.75,0.25,-0.822,-1.15,0.032,-0.247,-0.033
0.188,0.312,0.5,0.25,0.188,0.188,0.0,0.188,0.312,0.188,0.5,0.25,0.25,0.312,0.0,0.062,0.312,0.438,0.25,0.25,0.438,0.25,0.062,0.438,0.562,0.852,0.557,0.068,-0.592,-0.404
0.312,0.062,0.625,0.312,0.25,0.188,0.0,0.25,0.062,0.312,0.625,0.375,0.375,0.125,0.062,0.062,0.375,0.562,0.062,0.312,0.188,0.438,0.062,0.25,0.75,-0.077,0.652,-0.269,0.49,-0.564
0.188,0.25,0.562,0.25,0.125,0.125,0.0,0.062,0.25,0.188,0.562,0.25,0.375,0.438,0.125,0.0,0.438,0.312,0.25,0.125,0.562,0.312,0.0,0.438,0.562,1.495,0.348,-0.234,-0.728,-0.357
0.312,0.188,0.5,0.062,0.375,0.312,0.0,0.062,0.188,0.312,0.5,0.312,0.375,0.25,0.0,0.062,0.562,0.25,0.188,0.312,0.375,0.312,0.125,0.438,0.562,0.898,-0.086,-0.263,0.216,-0.129
0.125,0.312,0.562,0.125,0.25,0.25,0.0,0.125,0.312,0.125,0.562,0.25,0.312,0.312,0.0,0.0,0.188,0.375,0.438,0.25,0.625,0.125,0.0,0.562,0.438,0.92,0.422,0.007,-1.041,-0.245
0.125,0.125,0.75,0.188,0.5,0.375,0.062,0.188,0.125,0.125,0.75,0.562,0.25,0.25,0.125,0.0,0.312,0.438,0.25,0.438,0.312,0.312,0.062,0.312,0.688,-0.927,0.075,-0.191,-0.391,0.082
0.062,0.125,0.812,0.25,0.5,0.438,0.062,0.25,0.125,0.062,0.812,0.5,0.188,0.188,0.0,0.0,0.375,0.375,0.25,0.438,0.312,0.312,0.188,0.5,0.5,-0.528,0.302,0.281,-0.13,0.101
0.125,0.188,0.688,0.25,0.375,0.375,0.0,0.062,0.188,0.125,0.688,0.375,0.188,0.438,0.125,0.062,0.312,0.375,0.312,0.438,0.312,0.25,0.312,0.625,0.375,0.92,-0.876,0.076,-0.703,-0.253
0.188,0.062,0.75,0.125,0.562,0.188,0.0,0.188,0.062,0.188,0.75,0.625,0.25,0.062,0.0,0.312,0.5,0.438,0.062,0.375,0.25,0.375,0.062,0.188,0.812,-1.169,0.205,-0.038,0.576,-0.621
0.188,0.188,0.625,0.188,0.312,0.25,0.0,0.062,0.188,0.188,0.625,0.25,0.312,0.438,0.062,0.062,0.5,0.188,0.312,0.25,0.438,0.25,0.188,0.5,0.5,1.465,-0.157,-0.239,-0.432,-0.276
0.062,0.062,0.875,0.188,0.5,0.438,0.125,0.125,0.062,0.062,0.875,0.562,0.375,0.188,0.125,0.0,0.188,0.375,0.438,0.375,0.375,0.375,0.125,0.688,0.312,-0.278,-0.076,0.302,-0.392,0.034
0.125,0.125,0.75,0.25,0.312,0.312,0.0,0.125,0.125,0.125,0.75,0.375,0.312,0.188,0.062,0.062,0.312,0.375,0.312,0.375,0.375,0.25,0.25,0.562,0.438,0.579,0.018,0.292,-0.469,-0.359
